valid,complete,collision_free,runtime,mean_path_length,turning_angle,curvature_proxy,min_clearance,mean_node_count,failure_reason,samples,expanded_nodes,collision_checks,validator_calls,apf_calls,lookahead_trials,experiment,map_id,map_group,algorithm,seed,validator_version,scenario_hash
1,1,1,0.012142965000066397,973.0625034456807,0.010099302869567717,0.0006732868579711811,2.2062080486920426,83.0,,206,155,781,24,0,0,random,D1_50012,D1,RRTStar,8012,exact_geometry_v2,836ae2e9ff971ee93114ecaa2b14c9ed5668bd5d4e813121e56efbb1a9c62c1e
1,1,1,0.014129479000075662,973.0625034456807,0.010099302869567717,0.0006732868579711811,2.2062080486920426,83.0,,206,155,946,24,0,0,random,D1_50012,D1,RRTStarSmart,8012,exact_geometry_v2,836ae2e9ff971ee93114ecaa2b14c9ed5668bd5d4e813121e56efbb1a9c62c1e
1,1,1,0.04126860999986093,974.5409019810298,0.01335351956518352,0.0008902346376789013,0.7020906171285368,83.33333333333333,,816,150,1506,27,88,0,random,D1_50012,D1,APFMultiRRT,8012,exact_geometry_v2,836ae2e9ff971ee93114ecaa2b14c9ed5668bd5d4e813121e56efbb1a9c62c1e
1,1,1,0.30619999700002154,1000.2683488304879,0.021920128546953677,0.001461341903130245,1.40497254368546,86.0,,801,149,5955,28,4623,2516,random,D1_50012,D1,RALMultiRRT,8012,exact_geometry_v2,836ae2e9ff971ee93114ecaa2b14c9ed5668bd5d4e813121e56efbb1a9c62c1e
1,1,1,0.011685945999943215,1026.179120775592,0.027041292372509722,0.0018027528248339816,3.681981607581008,87.33333333333333,,157,98,723,28,0,0,random,D1_50013,D1,MultiRRT,8013,exact_geometry_v2,aae07afb8a4625c78b749d7acea627b3e9894f9821a56cfacf4e12715dab5018
1,1,1,0.013510726000049544,997.3565304450095,0.025971320303180435,0.0017314213535453626,0.60470799988361,85.33333333333333,,227,161,784,25,0,0,random,D1_50013,D1,RRTStar,8013,exact_geometry_v2,aae07afb8a4625c78b749d7acea627b3e9894f9821a56cfacf4e12715dab5018
1,1,1,0.015065759999743022,997.3565304450095,0.025971320303180435,0.0017314213535453626,0.60470799988361,85.33333333333333,,227,161,971,25,0,0,random,D1_50013,D1,RRTStarSmart,8013,exact_geometry_v2,aae07afb8a4625c78b749d7acea627b3e9894f9821a56cfacf4e12715dab5018
1,1,1,0.04845433199989202,999.2844585124841,0.012695437285076204,0.000846362485671747,1.8921572950822974,86.0,,855,147,1562,24,91,0,random,D1_50013,D1,APFMultiRRT,8013,exact_geometry_v2,aae07afb8a4625c78b749d7acea627b3e9894f9821a56cfacf4e12715dab5018
1,1,1,0.39844547200004854,1020.9876374442957,0.02482388726272246,0.001654925817514831,3.264886325139507,88.0,,1029,148,6302,24,5023,2712,random,D1_50013,D1,RALMultiRRT,8013,exact_geometry_v2,aae07afb8a4625c78b749d7acea627b3e9894f9821a56cfacf4e12715dab5018
1,1,1,0.014318113000172161,967.2742914020455,0.011211426362210286,0.0007474284241473523,1.7188258131610894,83.66666666666667,,287,189,824,26,0,0,random,D1_50014,D1,MultiRRT,8014,exact_geometry_v2,727c574c611ebd35f467ed29e90376b22ba66a5f705facb76070424b8427d7d0
